"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2527463800","RODRIGUEZ","Max","U","1","9/1/","160","3.2","56","8.3","120","5/17/","177","3.28","91","4.0","71","170.00","10","17","4.5","7","Yes*","1.56","81","62.5","192.0","15","9","58","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2547388792","RODRIGUEZ","Justin","W","1","9/1/","153","3.53","36","6.9","48","5/13/","160","3.27","56","5.9","63","163.00","10","7","5.2","-3","No","-0.58","38","69.8","174.9","19","13","41","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598292612","SONG","Hannah","J","1","9/4/","150","3.53","28","6.2","69","5/20/","160","3.5","56","6.7","31","160.00","10","10","5.4","0","Yes","0.0","50","78.4","172.1","15","12","73","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2538553319","THOMAS","Peter","H","1","9/12/","162","3.28","61","7.5","60","5/20/","173","3.26","86","3.1","97","171.00","9","11","4.1","2","Yes","0.49","60","67.3","151.0","16","11","69","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2525356396","WILSON","Justin","H","1","9/6/","168","3.24","76","7.8","88","5/17/","179","3.57","93","3.4","54","177.00","9","11","5.3","2","Yes*","0.38","58","62.5","194.0","16","10","70","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2575802771","XU","Iris","L","1","9/14/","167","3.27","74","5.5","35","5/2/","186","3.5","98","1.8","81","178.00","11","19","5.4","8","Yes","1.48","80","70.2","188.9","25","18","42","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2573655158","XU","Owen","C","1","9/11/","158","3.41","50","8.3","47","5/7/","151","3.58","31","4.1","88","166.00","8","-7","4.4","-15","No","-3.41","1","55.9","141.7","18","10","68","","","","","","Low-G/High-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2579987997","ZHANG","Rachel","B","1","9/6/","146","3.28","20","8.7","77","5/14/","159","3.22","53","7.3","94","156.00","10","13","4.9","3","Yes*","0.61","62","45.4","134.5","24","11","45","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2522304198","ALLEN","Victor","A","1","9/7/","210","3.57","99","1.2","66","5/7/","221","3.4","99","1.2","88","219.00","9","11","5.5","2","Yes*","0.36","57","50.2","129.5","21","11","74","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2594970119","ALLEN","Zoe","T","1","9/2/","173","3.28","50","5.7","67","5/20/","184","3.26","75","5.5","100","182.00","9","11","4.6","2","Yes","0.43","59","64.8","181.4","20","13","71","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2524636981","CAO","Amber","W","1","9/14/","142","3.22","3","1.9","58","5/11/","150","3.45","8","2.6","36","153.00","11","8","5.3","-3","No","-0.57","39","49.2","181.6","18","9","57","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2522762205","CHENG","Claire","Y","1","9/15/","172","3.54","48","8.5","83","5/18/","170","3.24","43","6.1","62","182.00","10","-2","4.2","-12","No*","-2.86","1","65.8","116.5","16","11","62","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2585776373","CLARK","Thomas","G","1","9/4/","170","3.24","43","4.7","119","5/20/","180","3.59","67","6.7","48","179.00","9","10","4.7","1","Yes*","0.21","54","70.1","121.8","17","12","46","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2529804386","GAO","Ryan","E","1","9/15/","166","3.34","33","8.8","86","5/17/","161","3.42","23","4.1","75","180.00","14","-5","5.1","-19","No","-3.73","1","50.9","200.0","15","8","74","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2514114726","GARCIA","Calvin","G","1","9/2/","174","3.57","52","7.7","109","5/11/","174","3.51","52","5.6","82","183.00","9","0","5.5","-9","No*","-1.64","17","61.8","150.2","21","13","39","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2527013243","HU","Diana","C","1","9/12/","152","3.3","9","2.2","93","5/19/","168","3.58","38","8.6","115","162.00","10","16","5.3","6","Yes","1.13","73","45.4","100.2","15","7","45","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2599300492","HUANG","Crystal","K","1","9/8/","192","3.51","88","3.7","76","5/3/","203","3.36","97","3.0","39","202.00","10","11","4.3","1","Yes*","0.23","55","60.1","129.4","15","9","40","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2510819505","LEWIS","Leo","Y","1","9/5/","187","3.24","81","4.5","68","5/17/","181","3.38","69","4.6","105","196.00","9","-6","5.3","-15","No*","-2.83","1","47.6","197.8","15","7","35","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2551827259","LEWIS","May","W","1","9/1/","191","3.3","87","4.6","65","5/4/","201","3.53","96","1.1","96","196.00","5","10","4.6","5","Yes*","1.09","72","74.5","166.6","23","17","46","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2513460153","REN","Kevin","H","1","","","","","","","5/8/","182","3.22","71","6.6","38","","","","","","","","","52.5","198.7","20","10","39","","","","","","","High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2527463800","RODRIGUEZ","Max","U","1","9/6/","188","3.59","83","7.0","118","5/3/","183","3.25","73","6.9","104","198.00","10","-5","4.8","-15","No*","-3.12","1","79.4","193.8","18","14","66","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2547388792","RODRIGUEZ","Justin","W","1","9/12/","174","3.57","52","8.8","85","5/19/","185","3.46","77","5.1","79","181.00","7","11","4.2","4","Yes*","0.95","69","69.7","125.5","19","13","47","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598292612","SONG","Hannah","J","1","9/12/","188","3.34","83","6.1","72","5/20/","203","3.28","97","2.2","77","199.00","11","15","5.0","4","Yes*","0.8","66","57.2","162.2","24","14","69","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2538553319","THOMAS","Peter","H","1","9/14/","162","3.47","25","6.4","86","5/16/","169","3.43","40","4.4","73","170.00","8","7","5.1","-1","No","-0.2","46","73.3","89.5","24","18","56","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2525356396","WILSON","Justin","H","1","9/11/","159","3.3","19","7.1","117","5/16/","163","3.35","27","6.0","44","171.00","12","4","4.6","-8","No*","-1.74","15","79.1","116.8","15","12","71","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2575802771","XU","Iris","L","1","9/5/","178","3.4","62","8.8","55","5/18/","179","3.39","65","6.7","34","189.00","11","1","5.4","-10","No*","-1.85","13","62.5","189.5","23","14","51","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2573655158","XU","Owen","C","1","","","","","","","5/7/","166","3.37","33","4.8","96","","","","","","","","","79.5","106.3","22","17","53","","","","","","","Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2579987997","ZHANG","Rachel","B","1","9/15/","188","3.43","83","4.2","104","5/18/","205","3.25","98","2.5","94","200.00","12","17","5.1","5","Yes","0.98","70","59.1","160.2","23","14","44","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2599541016","CAO","Ella","N","1","9/8/","172","3.53","84","6.6","46","5/20/","183","3.49","96","1.4","40","183.00","11","11","4.6","0","Yes","0.0","50","54.5","98.2","16","9","50","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2585764804","CHENG","Fiona","E","1","","","","","","","5/8/","147","3.55","22","5.2","69","","","","","","","","","46.4","180.0","15","7","44","","","","","","","Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2538933176","DAVIS","Andrew","D","1","9/10/","154","3.53","39","4.5","62","5/15/","165","3.57","69","4.3","115","165.00","11","11","4.3","0","Yes","0.0","50","58.2","117.0","16","9","42","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2538351344","DONG","Derek","K","1","9/8/","185","3.22","97","2.4","43","5/2/","196","3.58","99","1.2","103","194.00","9","11","4.5","2","Yes*","0.44","59","61.3","129.7","16","10","63","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2568978194","FAN","Brian","K","1","9/5/","161","3.31","58","5.9","77","5/12/","165","3.24","69","7.2","67","174.00","13","4","4.2","-9","No*","-2.14","7","69.4","123.1","17","12","67","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2546866075","HARRIS","Andrew","C","1","9/13/","148","3.25","24","4.3","44","5/6/","165","3.46","69","5.6","116","157.00","9","17","5.4","8","Yes*","1.48","80","63.2","81.3","18","11","74","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2532566390","HU","Liam","T","1","9/1/","166","3.2","72","5.6","113","5/20/","183","3.47","96","1.7","109","176.00","10","17","4.3","7","Yes*","1.63","83","49.1","83.9","17","8","40","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2587277086","JOHNSON","Ruby","Z","1","9/2/","149","3.41","26","7.7","91","5/1/","169","3.54","78","6.3","118","161.00","12","20","5.1","8","Yes","1.57","81","74.1","143.7","19","14","67","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2533581357","MARTINEZ","Tyler","Z","1","9/14/","132","3.58","3","1.3","71","5/18/","152","3.49","33","6.2","118","144.00","12","20","5.4","8","Yes","1.48","80","46.1","165.7","20","9","38","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2516679008","MILLER","Ryan","Y","1","9/15/","149","3.25","26","6.5","36","5/11/","150","3.4","28","8.4","106","158.00","9","1","5.4","-8","No*","-1.48","20","77.7","90.8","16","12","73","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2553589647","MOORE","Sean","Z","1","","","","","","","5/11/","161","3.47","58","7.1","110","","","","","","","","","59.2","190.6","16","9","39","","","","","","","High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2517028380","SU","Iris","D","1","9/8/","152","3.56","33","7.0","36","5/9/","160","3.5","56","8.3","109","159.00","7","8","4.4","1","Yes","0.23","55","47.6","192.4","19","9","69","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2548530827","SUN","Victor","W","1","9/14/","135","3.3","5","2.2","67","5/8/","151","3.25","31","7.6","37","146.00","11","16","5.1","5","Yes","0.98","70","76.3","101.9","16","12","37","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2515505975","TANG","Ruby","L","1","9/6/","120","3.39","1","2.8","41","5/6/","136","3.59","6","3.2","119","133.00","13","16","5.2","3","Yes","0.58","62","75.2","156.7","18","14","60","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2597980930","WHITE","Evan","R","1","9/9/","142","3.39","13","2.6","38","5/3/","146","3.29","20","6.8","93","152.00","10","4","5.0","-6","No","-1.2","26","59.0","172.5","22","13","62","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2568475513","XU","Diana","N","1","9/9/","159","3.55","53","7.8","75","5/16/","169","3.59","78","7.5","86","169.00","10","10","5.3","0","Yes*","0.0","50","59.5","125.5","24","14","63","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2570468188","XU","Chris","T","1","9/2/","181","3.39","95","2.3","99","5/4/","191","3.43","99","2.0","103","190.00","9","10","4.1","1","Yes","0.24","55","49.1","184.5","19","9","45","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2598122539","XU","Chris","V","1","9/15/","168","3.21","76","6.8","67","5/11/","176","3.47","90","2.6","38","178.00","10","8","4.4","-2","No","-0.45","41","46.0","87.6","17","8","64","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2557535513","YANG","Nathan","P","1","9/15/","179","3.21","93","2.7","52","5/3/","171","3.42","82","6.3","119","190.00","11","-8","4.0","-19","No","-4.75","1","55.8","187.3","24","13","52","","","","","","Low-G/High-A","Low-G/High-A","50","50"
