"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2551827259","LEWIS","May","W","1","9/11/","174","3.44","87","3.6","115","1/24/","183","3.37","96","2.7","80","180.00","6","9","4.2","3","Yes*","0.71","64","49.2","150.0","22","11","40","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2513460153","REN","Kevin","H","1","9/12/","170","3.28","80","6.9","64","1/18/","183","3.51","96","2.3","44","175.00","5","13","4.2","8","Yes*","1.9","88","78.0","95.9","24","19","57","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2527463800","RODRIGUEZ","Max","U","1","","","","","","","1/12/","169","3.21","78","4.3","100","","","","","","","","","63.3","160.9","19","12","65","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2547388792","RODRIGUEZ","Justin","W","1","9/9/","151","3.26","31","8.3","91","1/28/","163","3.38","64","7.2","76","156.00","5","12","4.1","7","Yes","1.71","84","60.7","167.9","21","13","53","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2598292612","SONG","Hannah","J","1","9/3/","152","3.51","33","7.9","119","1/10/","159","3.28","53","8.9","65","160.00","8","7","4.6","-1","No","-0.22","46","57.3","149.9","20","11","37","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2538553319","THOMAS","Peter","H","1","9/3/","172","3.33","84","4.1","40","1/12/","171","3.43","82","7.9","64","180.00","8","-1","5.0","-9","No*","-1.8","14","47.7","90.2","17","8","37","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2525356396","WILSON","Justin","H","1","9/6/","172","3.59","84","8.1","80","1/6/","169","3.58","78","6.9","98","178.00","6","-3","4.9","-9","No","-1.84","13","67.2","147.1","21","14","59","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2575802771","XU","Iris","L","1","9/7/","162","3.55","61","5.0","100","1/27/","160","3.47","56","7.0","114","168.00","6","-2","5.0","-8","No","-1.6","18","61.8","106.6","19","12","72","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2573655158","XU","Owen","C","1","9/14/","166","3.4","72","6.9","74","1/22/","172","3.55","84","5.5","87","173.00","7","6","5.3","-1","No","-0.19","46","63.3","156.0","19","12","41","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2579987997","ZHANG","Rachel","B","1","9/7/","140","3.5","10","2.7","63","1/14/","134","3.42","4","1.4","46","144.00","4","-6","4.2","-10","No*","-2.38","2","79.0","195.2","24","19","50","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2522304198","ALLEN","Victor","A","1","9/3/","214","3.43","99","2.7","83","1/16/","221","3.21","99","2.1","106","219.00","5","7","5.1","2","Yes","0.39","58","57.5","136.7","25","14","46","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2594970119","ALLEN","Zoe","T","1","9/6/","177","3.33","60","5.1","42","1/17/","173","3.55","50","5.8","30","179.00","2","-4","5.2","-6","No*","-1.15","27","50.4","178.9","24","12","53","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2524636981","CAO","Amber","W","1","9/3/","143","3.32","3","2.6","45","1/28/","143","3.48","3","2.7","105","150.00","7","0","5.5","-7","No","-1.27","25","66.1","121.2","25","17","37","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2522762205","CHENG","Claire","Y","1","9/12/","167","3.55","35","7.3","111","1/14/","163","3.55","27","6.2","108","172.00","5","-4","5.2","-9","No","-1.73","15","79.9","152.3","22","18","65","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2585776373","CLARK","Thomas","G","1","9/13/","159","3.43","19","8.8","51","1/21/","163","3.27","27","7.3","67","165.00","6","4","4.4","-2","No","-0.45","41","57.0","108.4","22","13","51","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2529804386","GAO","Ryan","E","1","9/13/","165","3.34","31","7.3","109","1/27/","160","3.48","21","4.9","110","172.00","7","-5","5.5","-12","No","-2.18","6","57.9","96.9","24","14","40","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2514114726","GARCIA","Calvin","G","1","9/12/","176","3.56","57","5.1","93","1/11/","183","3.54","73","6.6","101","182.00","6","7","5.3","1","Yes*","0.19","54","63.4","157.3","16","10","51","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2527013243","HU","Diana","C","1","9/10/","153","3.25","11","3.8","114","1/12/","161","3.4","23","7.6","71","159.00","6","8","4.8","2","Yes","0.42","58","45.5","108.3","23","10","54","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2599300492","HUANG","Crystal","K","1","9/12/","191","3.25","87","4.9","96","1/26/","191","3.37","87","3.5","92","194.00","3","0","5.4","-3","No","-0.56","39","64.2","117.7","25","16","50","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2510819505","LEWIS","Leo","Y","1","9/1/","184","3.53","75","6.2","99","1/26/","198","3.21","94","3.9","106","190.00","6","14","4.2","8","Yes","1.9","88","61.5","81.0","25","15","65","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2551827259","LEWIS","May","W","1","9/2/","201","3.51","96","1.8","48","1/28/","213","3.49","99","2.4","52","210.00","9","12","4.7","3","Yes*","0.64","63","47.8","111.2","25","12","57","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2513460153","REN","Kevin","H","1","9/12/","180","3.26","67","5.7","103","1/17/","180","3.53","67","8.0","86","184.00","4","0","5.3","-4","No","-0.75","35","67.3","160.1","15","10","74","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2527463800","RODRIGUEZ","Max","U","1","9/4/","185","3.29","77","7.9","118","1/28/","194","3.46","91","4.4","53","193.00","8","9","4.5","1","Yes*","0.22","54","71.9","186.8","19","14","43","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2547388792","RODRIGUEZ","Justin","W","1","9/3/","164","3.47","29","7.4","37","1/14/","160","3.36","21","6.2","110","171.00","7","-4","5.2","-11","No*","-2.12","8","49.6","183.4","22","11","46","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2598292612","SONG","Hannah","J","1","9/15/","194","3.46","91","4.1","95","1/24/","189","3.31","84","8.7","49","199.00","5","-5","5.4","-10","No*","-1.85","13","60.8","104.0","17","10","59","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2538553319","THOMAS","Peter","H","1","9/8/","161","3.52","23","6.3","119","1/26/","158","3.55","17","4.9","94","163.00","2","-3","5.5","-5","No*","-0.91","32","47.0","168.7","17","8","51","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2525356396","WILSON","Justin","H","1","9/1/","160","3.24","21","6.0","116","1/22/","160","3.49","21","4.2","52","163.00","3","0","4.4","-3","No*","-0.68","36","68.1","169.6","21","14","41","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2575802771","XU","Iris","L","1","9/6/","180","3.47","67","7.0","105","1/11/","191","3.22","87","2.5","58","186.00","6","11","4.5","5","Yes","1.11","72","53.8","199.5","21","11","51","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2573655158","XU","Owen","C","1","9/2/","158","3.54","17","8.5","96","1/21/","171","3.33","45","8.7","108","166.00","8","13","5.3","5","Yes","0.94","69","65.6","99.3","24","16","42","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Carter, Sarah","G1B","Mathematics","Math K-12","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2579987997","ZHANG","Rachel","B","1","9/9/","191","3.45","87","2.7","102","1/24/","195","3.55","92","4.4","84","195.00","4","4","4.2","0","Yes*","0.0","50","59.3","173.9","22","13","37","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2599541016","CAO","Ella","N","1","","","","","","","1/15/","175","3.37","89","4.2","116","","","","","","","","","74.1","125.6","16","12","74","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2585764804","CHENG","Fiona","E","1","9/14/","136","3.49","6","4.6","56","1/8/","131","3.43","3","2.2","52","140.00","4","-5","5.3","-9","No*","-1.7","16","62.5","89.2","16","10","45","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2538933176","DAVIS","Andrew","D","1","9/8/","152","3.4","33","8.8","115","1/26/","149","3.58","26","7.6","70","155.00","3","-3","4.7","-6","No*","-1.28","24","61.4","108.1","18","11","56","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2538351344","DONG","Derek","K","1","9/3/","182","3.22","96","2.0","118","1/20/","192","3.48","99","1.9","67","187.00","5","10","5.0","5","Yes*","1.0","70","61.8","124.2","15","9","61","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2568978194","FAN","Brian","K","1","9/8/","161","3.36","58","6.7","57","1/9/","159","3.44","53","8.6","108","165.00","4","-2","4.0","-6","No","-1.5","20","57.7","119.9","25","14","55","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2546866075","HARRIS","Andrew","C","1","9/6/","162","3.5","61","7.7","107","1/28/","176","3.29","90","4.0","99","168.00","6","14","5.3","8","Yes*","1.51","80","51.4","189.5","19","10","36","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2532566390","HU","Liam","T","1","9/13/","166","3.59","72","7.9","108","1/15/","175","3.33","89","4.3","106","172.00","6","9","4.6","3","Yes","0.65","63","45.1","190.4","23","10","39","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2587277086","JOHNSON","Ruby","Z","1","9/3/","164","3.53","67","6.8","55","1/19/","166","3.57","72","7.8","99","170.00","6","2","5.3","-4","No","-0.75","35","58.8","84.7","25","15","59","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2533581357","MARTINEZ","Tyler","Z","1","","","","","","","1/24/","142","3.54","13","2.7","116","","","","","","","","","70.6","197.4","15","11","70","","","","","","","Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2516679008","MILLER","Ryan","Y","1","9/8/","143","3.25","14","3.4","36","1/14/","141","3.51","11","2.5","52","152.00","9","-2","5.5","-11","No*","-2.0","10","68.0","153.6","22","15","47","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2553589647","MOORE","Sean","Z","1","","","","","","","1/13/","158","3.4","50","4.2","93","","","","","","","","","49.7","140.4","17","8","49","","","","","","","High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2517028380","SU","Iris","D","1","9/15/","147","3.58","22","6.6","81","1/15/","152","3.39","33","7.3","63","153.00","6","5","4.4","-1","No","-0.23","45","53.0","160.5","16","8","66","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2548530827","SUN","Victor","W","1","9/4/","145","3.59","18","6.5","106","1/6/","142","3.55","13","4.0","63","150.00","5","-3","4.3","-8","No*","-1.86","13","63.6","116.4","25","16","41","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2515505975","TANG","Ruby","L","1","9/15/","120","3.36","1","1.6","117","1/17/","119","3.22","1","1.9","52","123.00","3","-1","4.1","-4","No","-0.98","30","64.2","164.9","24","15","74","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2597980930","WHITE","Evan","R","1","","","","","","","1/8/","144","3.57","16","6.8","87","","","","","","","","","64.9","149.3","19","12","43","","","","","","","Low-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2568475513","XU","Diana","N","1","9/12/","152","3.35","33","8.8","59","1/8/","160","3.25","56","6.2","44","155.00","3","8","5.2","5","Yes*","0.96","69","67.9","141.1","19","13","61","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2570468188","XU","Chris","T","1","9/13/","178","3.35","92","2.9","31","1/24/","174","3.59","87","2.4","109","183.00","5","-4","5.2","-9","No*","-1.73","15","58.1","160.0","23","13","47","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2598122539","XU","Chris","V","1","9/9/","167","3.48","74","7.0","76","1/22/","181","3.6","95","2.9","40","174.00","7","14","4.9","7","Yes*","1.43","79","59.9","130.3","25","15","37","","","","","","High-G/High-A","High-G/High-A","50","50"
"Winter 2025-2026","Winter 2025-2026","Greenfield International Academy","GIA-Primary","Davis, Robert","G1G","Language Arts","Reading","Summary","2025","Fall 2025 - Winter 2026","4","4","NONE","","2557535513","YANG","Nathan","P","1","9/4/","190","3.38","99","1.4","49","1/14/","188","3.42","98","2.0","99","198.00","8","-2","5.0","-10","No*","-2.0","10","48.8","154.0","22","11","58","","","","","","Low-G/High-A","Low-G/High-A","50","50"
